id_desempenho,nota_geral,nota_formacao_geral,nota_componentes_especifico
93769,41.4,50.0,38.5
93770,41.4,52.6,37.6
93771,41.4,61.0,34.9
93772,41.4,45.4,40.0
93773,41.4,60.1,35.2
93774,41.4,54.8,36.9
93775,41.4,23.2,47.5
93776,41.4,57.1,36.2
93777,41.4,60.7,35.0
93778,41.4,38.1,42.5
93779,41.4,66.7,32.9
93780,41.4,44.8,40.3
93781,41.4,39.2,42.1
93782,41.4,48.0,39.2
93783,41.4,52.9,37.6
93784,41.4,43.3,40.8
93785,41.4,19.0,48.8
93786,41.4,36.1,43.2
93787,41.4,46.6,39.7
93788,41.4,35.0,43.5
93789,41.4,77.5,29.4
93790,41.4,49.0,38.8
93791,41.4,59.3,35.4
93792,41.4,29.3,45.4
93793,41.4,72.1,31.1
93794,41.4,59.9,35.2
93795,41.4,11.2,51.5
93796,41.4,41.5,41.4
93797,41.4,46.0,39.8
93798,41.4,49.2,38.8
93799,41.4,37.6,42.6
93800,41.4,31.3,44.8
93801,41.4,66.1,33.1
93802,41.4,31.9,44.5
93803,41.4,33.4,44.0
93804,41.4,58.7,35.6
93805,41.4,43.4,40.7
93806,41.4,70.8,31.6
93807,41.4,62.2,34.4
93808,41.4,18.1,49.2
93809,41.4,34.0,43.8
93810,41.4,25.5,46.7
93811,41.4,45.6,40.0
93812,41.4,38.5,42.3
93813,41.4,55.5,36.7
93814,41.4,76.9,29.6
93815,41.4,61.7,34.6
93816,41.4,32.8,44.3
93817,41.4,52.8,37.6
93818,41.4,68.4,32.4
93819,41.4,56.6,36.3
93820,41.4,60.4,35.0
93821,41.4,39.9,41.9
93822,41.4,40.3,41.7
93823,41.4,27.6,46.0
93824,41.4,54.3,37.1
93825,41.4,62.2,34.5
93826,41.4,53.2,37.5
93827,41.4,50.2,38.5
93828,41.4,58.9,35.5
93829,41.4,67.7,32.6
93830,41.4,61.3,34.8
93831,41.4,62.6,34.3
93832,41.4,32.2,44.5
93833,41.4,55.2,36.8
93834,41.4,21.8,47.9
93835,41.4,44.8,40.2
93836,41.4,57.8,35.9
93837,41.4,29.4,45.4
93838,41.4,72.4,31.1
93839,41.4,65.4,33.4
93840,41.4,55.0,36.8
93841,41.4,69.8,31.9
93842,41.4,50.6,38.3
93843,41.4,40.5,41.7
93844,41.4,51.5,38.0
93845,41.4,33.7,44.0
93846,41.4,32.1,44.5
93847,41.4,47.7,39.3
93848,41.4,43.3,40.7
93849,41.4,52.3,37.8
93850,41.4,45.7,40.0
93851,41.4,46.3,39.7
93852,41.4,56.0,36.5
93853,41.4,66.3,33.1
93854,41.4,25.3,46.8
93855,41.4,74.2,30.4
93856,41.4,54.9,36.9
93857,41.4,53.7,37.3
93858,41.4,37.0,42.9
93859,41.4,35.9,43.2
93860,41.4,73.0,30.9
93861,41.4,55.9,36.5
93862,41.4,41.3,41.4
93863,41.4,53.1,37.5
93864,41.4,40.0,41.8
93865,41.4,64.6,33.6
93866,41.4,58.9,35.6
93867,41.4,55.6,36.6
93868,41.4,55.1,36.8
93869,41.4,55.7,36.6
93870,41.4,50.8,38.2
93871,41.4,62.4,34.4
93872,41.4,62.3,34.4
93873,41.4,59.2,35.4
93874,41.4,37.0,42.8
93875,41.4,61.0,34.8
93876,41.4,23.1,47.5
93877,41.4,37.5,42.7
93878,41.4,34.8,43.6
93879,41.4,28.2,45.8
93880,41.4,28.6,45.6
93881,41.4,46.4,39.7
93882,41.4,27.7,46.0
93883,41.4,53.9,37.2
93884,41.4,33.6,44.0
93885,41.4,36.4,43.0
93886,41.4,32.6,44.3
93887,41.4,30.6,45.0
93888,41.4,29.2,45.5
93889,41.4,43.1,40.8
93890,41.4,35.5,43.4
93891,41.4,35.8,43.2
93892,41.4,30.9,44.9
93893,41.4,40.4,41.7
93894,41.4,55.3,36.8
93895,41.4,58.1,35.8
93896,41.4,52.9,37.5
93897,41.4,66.1,33.2
93898,41.4,44.1,40.5
93899,41.4,49.3,38.7
93900,41.4,36.7,43.0
93901,41.4,64.0,33.8
93902,41.4,55.9,36.6
93903,41.4,35.6,43.3
93904,41.4,7.5,52.7
93905,41.4,34.0,43.9
93906,41.4,58.6,35.7
93907,41.4,55.4,36.7
93908,41.4,40.1,41.8
93909,41.4,82.1,27.8
93910,41.4,23.7,47.3
93911,41.4,46.2,39.8
93912,41.4,42.1,41.2
93913,41.4,63.6,34.0
93914,41.4,71.6,31.3
93915,41.4,58.6,35.6
93916,41.4,34.1,43.8
93917,41.4,64.9,33.5
93918,41.4,27.4,46.1
93919,41.4,24.7,46.9
93920,41.4,64.7,33.6
93921,41.4,51.4,38.1
93922,41.4,51.9,37.9
93923,41.4,44.2,40.4
93924,41.4,47.6,39.3
93925,41.4,66.4,33.1
93926,41.4,50.9,38.2
93927,41.4,40.3,41.8
93928,41.4,57.3,36.1
93929,41.4,16.0,49.8
93930,41.4,57.4,36.1
93931,41.4,53.8,37.3
93932,41.4,41.7,41.3
93933,41.4,61.2,34.8
93934,41.4,49.7,38.6
93935,41.4,43.7,40.6
93936,41.4,64.0,33.9
93937,41.4,66.2,33.1
93938,41.4,65.5,33.3
93939,41.4,45.5,40.0
93940,41.4,54.1,37.2
93941,41.4,78.8,28.9
93942,41.4,54.6,37.0
93943,41.4,39.0,42.2
93944,41.4,69.9,31.9
93945,41.4,45.1,40.1
93946,41.4,20.0,48.5
93947,41.4,31.5,44.7
93948,41.4,36.8,42.9
93949,41.4,49.6,38.6
93950,41.4,50.5,38.4
93951,41.4,59.5,35.3
93952,41.4,34.2,43.8
93953,41.4,65.8,33.3
93954,41.4,28.3,45.7
93955,41.4,38.8,42.2
93956,41.4,60.4,35.1
93957,41.4,41.2,41.4
93958,41.4,19.4,48.7
93959,41.4,56.7,36.3
93960,41.4,33.9,43.9
93961,41.4,36.5,43.0
93962,41.4,43.5,40.7
93963,41.4,23.5,47.3
93964,41.4,63.2,34.1
93965,41.4,38.7,42.3
93966,41.4,26.8,46.2
93967,41.4,36.3,43.1
93968,41.4,65.8,33.2
93969,41.4,52.1,37.8
93970,41.4,35.3,43.4
93971,41.4,57.5,36.0
93972,41.4,49.6,38.7
93973,41.4,50.2,38.4
93974,41.4,29.5,45.3
93975,41.4,26.8,46.3
93976,41.4,39.7,42.0
93977,41.4,49.4,38.7
93978,41.4,45.1,40.2
93979,41.4,50.5,38.3
93980,41.4,64.3,33.8
93981,41.4,35.7,43.3
93982,41.4,38.3,42.4
93983,41.4,28.5,45.7
93984,41.4,36.0,43.2
93985,41.4,53.3,37.4
93986,41.4,26.6,46.3
93987,41.4,23.8,47.3
93988,41.4,28.1,45.8
93989,41.4,59.8,35.3
93990,41.4,42.0,41.2
93991,41.4,65.2,33.4
93992,41.4,67.0,32.8
93993,41.4,38.4,42.4
93994,41.4,60.5,35.0
93995,41.4,68.5,32.3
93996,41.4,59.6,35.3
93997,41.4,45.4,40.1
93998,41.4,60.3,35.1
93999,41.4,30.2,45.1
94000,41.4,65.3,33.4
94001,41.4,57.6,36.0
94002,41.4,58.2,35.8
94003,41.4,52.0,37.8
94004,41.4,54.1,37.1
94005,41.4,48.2,39.1
94006,41.4,43.0,40.9
94007,41.4,71.8,31.3
94008,41.4,52.7,37.6
94009,41.4,41.8,41.2
94010,41.4,67.9,32.6
94011,41.4,52.4,37.7
94012,41.4,34.4,43.7
94013,41.4,62.8,34.3
94014,41.4,58.3,35.8
94015,41.4,73.9,30.6
94016,41.4,16.9,49.5
94017,41.4,62.5,34.4
94018,41.4,25.0,46.8
94019,41.4,69.4,32.1
94020,41.4,46.1,39.8
94021,41.4,44.5,40.3
94022,41.4,53.5,37.3
94023,41.4,63.9,33.9
94024,41.4,53.8,37.2
94025,41.4,31.4,44.7
94026,41.4,39.8,41.9
94027,41.4,28.3,45.8
94028,41.4,63.1,34.1
94029,41.4,54.5,37.0
94030,41.4,46.0,39.9
94031,41.4,26.5,46.3
94032,41.4,61.6,34.6
94033,41.4,70.0,31.9
94034,41.4,42.3,41.1
94035,41.4,10.3,51.7
94036,41.4,26.0,46.5
94037,41.4,69.5,32.0
94038,41.4,57.1,36.1
94039,41.4,71.4,31.4
94040,41.4,63.5,34.0
94041,41.4,51.7,38.0
94042,41.4,24.5,47.0
94043,41.4,27.8,45.9
94044,41.4,62.7,34.3
94045,41.4,44.6,40.3
94046,41.4,60.2,35.1
94047,41.4,50.8,38.3
94048,41.4,47.8,39.3
94049,41.4,24.6,47.0
94050,41.4,54.4,37.0
94051,41.4,57.7,36.0
94052,41.4,35.4,43.4
94053,41.4,47.1,39.5
94054,41.4,52.2,37.8
94055,41.4,49.9,38.5
94056,41.4,52.0,37.9
94057,41.4,62.0,34.5
94058,41.4,38.9,42.2
94059,41.4,34.3,43.7
94060,41.4,32.0,44.5
94061,41.4,56.3,36.4
94062,41.4,59.0,35.5
94063,41.4,26.1,46.5
94064,41.4,29.7,45.3
94065,41.4,33.0,44.2
94066,41.4,41.4,41.4
94067,41.4,35.8,43.3
94068,41.4,64.8,33.6
94069,41.4,46.8,39.6
94070,41.4,47.9,39.2
94071,41.4,58.4,35.7
94072,41.4,23.6,47.3
94073,41.4,34.5,43.7
94074,41.4,63.3,34.1
94075,41.4,39.7,41.9
94076,41.4,61.4,34.7
94077,41.4,67.1,32.8
94078,41.4,58.8,35.6
94079,41.4,25.3,46.7
94080,41.4,31.6,44.7
94081,41.4,24.4,47.0
94082,41.4,31.0,44.8
94083,41.4,20.8,48.2
94084,41.4,51.7,37.9
94085,41.4,68.5,32.4
94086,41.4,73.8,30.6
94087,41.4,71.2,31.4
94088,41.4,45.9,39.9
94089,41.4,44.7,40.3
94090,41.4,60.0,35.2
94091,41.4,57.9,35.9
94092,41.4,14.5,50.4
94093,41.4,85.0,26.8
94094,41.4,51.1,38.1
94095,41.4,55.8,36.6
94096,41.4,69.1,32.1
94097,41.4,63.8,33.9
94098,41.4,24.0,47.2
94099,41.4,32.5,44.3
94100,41.4,60.6,35.0
94101,41.4,30.7,45.0
94102,41.4,70.3,31.8
94103,41.4,27.2,46.1
94104,41.4,65.6,33.3
94105,41.4,33.5,44.0
94106,41.4,50.3,38.4
94107,41.4,27.4,46.0
94108,41.4,48.1,39.1
94109,41.4,20.9,48.2
94110,41.4,47.0,39.5
94111,41.4,35.5,43.3
94112,41.4,71.5,31.4
94113,41.4,17.6,49.3
94114,41.4,29.1,45.5
94115,41.4,33.1,44.2
94116,41.4,59.7,35.3
94117,41.4,47.2,39.4
94118,41.4,31.2,44.8
94119,41.4,54.2,37.1
94120,41.4,17.5,49.3
94121,41.4,19.5,48.7
94122,41.4,49.1,38.8
94123,41.4,41.5,41.3
94124,41.4,34.3,43.8
94125,41.4,29.8,45.2
94126,41.4,22.1,47.8
94127,41.4,43.9,40.5
94128,41.4,70.1,31.8
94129,41.4,56.2,36.4
94130,41.4,70.3,31.7
94131,41.4,48.4,39.1
94132,41.4,66.8,32.9
94133,41.4,19.1,48.8
94134,41.4,48.7,38.9
94135,41.4,24.1,47.2
94136,41.4,64.2,33.8
94137,41.4,67.8,32.6
94138,41.4,42.5,41.0
94139,41.4,27.9,45.9
94140,41.4,17.9,49.2
94141,41.4,25.1,46.8
94142,41.4,75.4,30.1
94143,41.4,76.6,29.6
94144,41.4,18.4,49.0
94145,41.4,36.2,43.1
94146,41.4,61.8,34.6
94147,41.4,43.6,40.7
94148,41.4,73.6,30.6
94149,41.4,67.0,32.9
94150,41.5,45.0,40.3
94151,41.5,46.8,39.7
94152,41.5,37.0,43.0
94153,41.5,52.9,37.7
94154,41.5,16.8,49.7
94155,41.5,22.9,47.7
94156,41.5,64.7,33.8
94157,41.5,62.1,34.6
94158,41.5,22.5,47.8
94159,41.5,44.3,40.6
94160,41.5,43.6,40.8
94161,41.5,50.0,38.7
94162,41.5,59.2,35.6
94163,41.5,35.6,43.5
94164,41.5,56.5,36.5
94165,41.5,21.7,48.1
94166,41.5,41.3,41.5
94167,41.5,34.9,43.7
94168,41.5,39.2,42.2
94169,41.5,48.2,39.3
94170,41.5,55.7,36.8
94171,41.5,40.1,42.0
94172,41.5,50.6,38.5
94173,41.5,33.1,44.3
94174,41.5,38.3,42.5
94175,41.5,54.7,37.1
94176,41.5,56.3,36.5
94177,41.5,61.0,35.0
94178,41.5,57.8,36.0
94179,41.5,56.9,36.3
94180,41.5,57.0,36.3
94181,41.5,70.3,31.9
94182,41.5,36.9,43.0
94183,41.5,41.5,41.5
94184,41.5,24.3,47.2
94185,41.5,37.7,42.8
94186,41.5,15.0,50.3
94187,41.5,39.9,42.0
94188,41.5,26.3,46.5
94189,41.5,62.6,34.4
94190,41.5,40.5,41.8
94191,41.5,55.5,36.8
94192,41.5,57.9,36.0
94193,41.5,70.4,31.9
94194,41.5,41.7,41.4
94195,41.5,71.1,31.6
94196,41.5,62.0,34.6
94197,41.5,33.0,44.3
94198,41.5,48.7,39.1
94199,41.5,46.5,39.8
94200,41.5,35.4,43.5
94201,41.5,22.1,47.9
94202,41.5,45.4,40.2
94203,41.5,7.5,52.8
94204,41.5,46.2,39.9
94205,41.5,42.8,41.0
94206,41.5,63.8,34.0
94207,41.5,65.8,33.4
94208,41.5,53.0,37.7
94209,41.5,47.4,39.5
94210,41.5,37.1,42.9
94211,41.5,51.2,38.3
94212,41.5,45.2,40.2
94213,41.5,42.3,41.2
94214,41.5,38.9,42.3
94215,41.5,70.4,31.8
94216,41.5,43.7,40.7
94217,41.5,20.8,48.4
94218,41.5,34.1,44.0
94219,41.5,41.4,41.5
94220,41.5,30.2,45.2
94221,41.5,64.6,33.8
94222,41.5,38.0,42.7
94223,41.5,13.6,50.8
94224,41.5,31.1,45.0
94225,41.5,44.0,40.7
94226,41.5,54.3,37.2
94227,41.5,35.0,43.7
94228,41.5,32.4,44.5
94229,41.5,38.6,42.5
94230,41.5,32.5,44.5
94231,41.5,71.6,31.4
94232,41.5,39.1,42.3
94233,41.5,43.1,41.0
94234,41.5,60.7,35.1
94235,41.5,42.9,41.0
94236,41.5,46.6,39.8
94237,41.5,39.4,42.2
94238,41.5,30.0,45.3
94239,41.5,60.9,35.0
94240,41.5,78.5,29.1
94241,41.5,43.8,40.7
94242,41.5,36.1,43.3
94243,41.5,75.1,30.3
94244,41.5,31.6,44.8
94245,41.5,38.4,42.5
94246,41.5,35.9,43.3
94247,41.5,25.9,46.7
94248,41.5,26.4,46.5
94249,41.5,55.2,36.9
94250,41.5,67.8,32.7
94251,41.5,38.7,42.4
94252,41.5,41.9,41.4
94253,41.5,29.0,45.7
94254,41.5,31.7,44.7
94255,41.5,50.9,38.3
94256,41.5,37.5,42.8
94257,41.5,47.9,39.3
94258,41.5,82.6,27.8
94259,41.5,60.0,35.3
94260,41.5,42.2,41.2
94261,41.5,46.1,40.0
94262,41.5,64.2,33.9
94263,41.5,20.5,48.5
94264,41.5,51.4,38.2
94265,41.5,40.7,41.7
94266,41.5,38.0,42.6
94267,41.5,59.0,35.6
94268,41.5,70.2,31.9
94269,41.5,16.5,49.8
94270,41.5,58.4,35.8
94271,41.5,56.8,36.4
94272,41.5,52.2,37.9
94273,41.5,41.6,41.5
94274,41.5,51.8,38.1
94275,41.5,32.3,44.5
94276,41.5,75.5,30.1
94277,41.5,47.3,39.5
94278,41.5,52.6,37.8
94279,41.5,48.0,39.3
94280,41.5,31.0,45.0
94281,41.5,47.5,39.5
94282,41.5,52.1,38.0
94283,41.5,59.3,35.5
94284,41.5,23.4,47.5
94285,41.5,47.6,39.5
94286,41.5,49.7,38.8
94287,41.5,51.3,38.2
94288,41.5,54.9,37.0
94289,41.5,48.8,39.0
94290,41.5,33.8,44.0
94291,41.5,81.0,28.3
94292,41.5,28.8,45.7
94293,41.5,59.4,35.5
94294,41.5,77.0,29.6
94295,41.5,38.5,42.5
94296,41.5,44.0,40.6
94297,41.5,45.5,40.2
94298,41.5,42.1,41.3
94299,41.5,48.4,39.2
94300,41.5,52.7,37.7
94301,41.5,45.3,40.2
94302,41.5,62.7,34.4
94303,41.5,45.1,40.3
94304,41.5,27.1,46.3
94305,41.5,29.3,45.5
94306,41.5,53.9,37.3
94307,41.5,38.1,42.6
94308,41.5,46.0,40.0
94309,41.5,49.4,38.8
94310,41.5,54.1,37.3
94311,41.5,51.1,38.3
94312,41.5,49.3,38.9
94313,41.5,43.2,40.9
94314,41.5,25.3,46.9
94315,41.5,29.2,45.6
94316,41.5,25.7,46.8
94317,41.5,68.9,32.4
94318,41.5,49.1,39.0
94319,41.5,64.4,33.8
94320,41.5,28.4,45.8
94321,41.5,52.5,37.8
94322,41.5,38.2,42.6
94323,41.5,49.8,38.7
94324,41.5,42.2,41.3
94325,41.5,26.3,46.6
94326,41.5,48.3,39.2
94327,41.5,71.7,31.4
94328,41.5,52.0,38.0
94329,41.5,41.0,41.7
94330,41.5,49.0,39.0
94331,41.5,24.2,47.3
94332,41.5,50.3,38.5
94333,41.5,34.6,43.8
94334,41.5,62.9,34.4
94335,41.5,35.9,43.4
94336,41.5,32.6,44.5
94337,41.5,21.9,48.0
94338,41.5,61.7,34.8
94339,41.5,65.5,33.5
94340,41.5,57.2,36.3
94341,41.5,39.0,42.3
94342,41.5,56.0,36.6
94343,41.5,34.7,43.8
94344,41.5,55.4,36.8
94345,41.5,43.4,40.8
94346,41.5,39.3,42.2
94347,41.5,57.1,36.3
94348,41.5,62.4,34.5
94349,41.5,59.1,35.6
94350,41.5,50.4,38.5
94351,41.5,46.7,39.7
94352,41.5,54.0,37.3
94353,41.5,73.2,30.9
94354,41.5,22.4,47.9
94355,41.5,20.6,48.4
94356,41.5,48.9,39.0
94357,41.5,66.5,33.1
94358,41.5,52.7,37.8
94359,41.5,37.4,42.9
94360,41.5,27.8,46.0
94361,41.5,68.4,32.5
94362,41.5,55.3,36.9
94363,41.5,53.8,37.4
94364,41.5,34.7,43.7
94365,41.5,49.6,38.8
94366,41.5,33.2,44.2
94367,41.5,71.9,31.4
94368,41.5,66.8,33.1
94369,41.5,48.2,39.2
94370,41.5,29.6,45.5
94371,41.5,61.1,35.0
94372,41.5,22.2,47.9
94373,41.5,63.7,34.1
94374,41.5,67.4,32.8
94375,41.5,58.5,35.8
94376,41.5,56.4,36.5
94377,41.5,30.9,45.0
94378,41.5,50.6,38.4
94379,41.5,44.4,40.5
94380,41.5,19.7,48.7
94381,41.5,73.5,30.8
94382,41.5,52.8,37.7
94383,41.5,49.9,38.7
94384,41.5,35.5,43.5
94385,41.5,52.1,37.9
94386,41.5,46.4,39.8
94387,41.5,80.0,28.6
94388,41.5,43.0,41.0
94389,41.5,35.8,43.4
94390,41.5,33.6,44.1
94391,41.5,40.1,41.9
94392,41.5,50.3,38.6
94393,41.5,59.9,35.3
94394,41.5,52.4,37.8
94395,41.5,45.9,40.0
94396,41.5,31.4,44.9
94397,41.5,39.5,42.2
94398,41.5,19.6,48.8
94399,41.5,44.7,40.4
94400,41.5,32.6,44.4
94401,41.5,68.6,32.4
94402,41.5,23.5,47.5
94403,41.5,51.9,38.0
94404,41.5,17.5,49.5
94405,41.5,68.0,32.6
94406,41.5,33.2,44.3
94407,41.5,35.3,43.5
94408,41.5,62.8,34.4
94409,41.5,65.2,33.6
94410,41.5,51.5,38.2
94411,41.5,51.2,38.2
94412,41.5,47.6,39.4
94413,41.5,58.7,35.8
94414,41.5,44.6,40.5
94415,41.5,19.2,48.9
94416,41.5,25.8,46.7
94417,41.5,45.2,40.3
94418,41.5,73.1,30.9
94419,41.5,72.2,31.2
94420,41.5,25.1,47.0
94421,41.5,60.5,35.1
94422,41.5,43.7,40.8
94423,41.5,37.4,42.8
94424,41.5,63.8,34.1
94425,41.5,38.3,42.6
94426,41.5,68.2,32.6
94427,41.5,30.4,45.2
94428,41.5,72.1,31.3
94429,41.5,43.9,40.7
94430,41.5,16.0,50.0
94431,41.5,28.4,45.9
94432,41.5,40.2,41.9
94433,41.5,68.1,32.6
94434,41.5,30.8,45.0
94435,41.5,26.6,46.5
94436,41.5,49.7,38.7
94437,41.5,68.3,32.6
94438,41.5,29.4,45.5
94439,41.5,64.1,34.0
94440,41.5,56.3,36.6
94441,41.5,13.4,50.9
94442,41.5,47.7,39.4
94443,41.5,44.9,40.3
94444,41.5,45.6,40.1
94445,41.5,76.9,29.7
94446,41.5,25.0,47.0
94447,41.5,69.9,32.0
94448,41.5,39.8,42.0
94449,41.5,26.5,46.5
94450,41.5,50.5,38.5
94451,41.5,12.4,51.2
94452,41.5,63.0,34.3
94453,41.5,53.7,37.4
94454,41.5,59.6,35.5
94455,41.5,60.6,35.1
94456,41.5,60.2,35.3
94457,41.5,65.3,33.5
94458,41.5,43.5,40.8
94459,41.5,54.5,37.2
94460,41.5,56.0,36.7
94461,41.5,28.1,46.0
94462,41.5,73.7,30.8
94463,41.5,31.2,44.9
94464,41.5,15.5,50.2
94465,41.5,63.2,34.3
94466,41.5,53.1,37.6
94467,41.5,42.7,41.1
94468,41.5,43.3,40.9
94469,41.5,48.6,39.1
94470,41.5,57.5,36.1
94471,41.5,36.6,43.1
94472,41.5,77.1,29.6
94473,41.5,32.9,44.3
94474,41.5,66.7,33.1
94475,41.5,59.3,35.6
94476,41.5,53.6,37.5
94477,41.5,57.2,36.2
94478,41.5,56.7,36.4
94479,41.5,59.6,35.4
94480,41.5,54.2,37.2
94481,41.5,36.0,43.3
94482,41.5,47.0,39.7
94483,41.5,32.3,44.6
94484,41.5,42.4,41.2
94485,41.5,53.2,37.6
94486,41.5,24.8,47.0
94487,41.5,42.5,41.2
94488,41.5,50.0,38.6
94489,41.5,37.8,42.7
94490,41.5,58.1,35.9
94491,41.5,19.9,48.7
94492,41.5,54.2,37.3
94493,41.5,24.0,47.3
94494,41.5,65.9,33.4
94495,41.5,19.1,49.0
94496,41.5,27.6,46.1
94497,41.5,33.7,44.1
94498,41.5,60.1,35.3
94499,41.5,49.1,38.9
94500,41.5,31.4,44.8
94501,41.5,21.6,48.1
94502,41.5,54.4,37.2
94503,41.5,44.5,40.5
94504,41.5,28.2,45.9
94505,41.5,5.2,53.6
94506,41.5,20.9,48.3
94507,41.5,55.0,37.0
94508,41.5,60.8,35.1
94509,41.5,28.7,45.8
94510,41.5,60.2,35.2
94511,41.5,40.7,41.8
94512,41.5,83.0,27.7
94513,41.5,59.9,35.4
94514,41.5,40.4,41.8
94515,41.5,24.9,47.0
94516,41.5,39.2,42.3
94517,41.5,54.6,37.1
94518,41.5,21.3,48.2
94519,41.5,61.3,34.9
94520,41.5,32.9,44.4
94521,41.5,32.0,44.6
94522,41.5,53.4,37.5
94523,41.5,78.1,29.3
94524,41.5,63.9,34.0
94525,41.5,63.4,34.2
94526,41.5,53.3,37.6
94527,41.5,45.8,40.0
94528,41.5,29.5,45.5
94529,41.5,49.2,38.9
94530,41.5,48.5,39.2
94531,41.5,53.5,37.5
94532,41.5,34.8,43.7
94533,41.5,46.9,39.7
94534,41.5,48.1,39.3
94535,41.5,40.4,41.9
94536,41.5,49.4,38.9
94537,41.5,63.6,34.1
94538,41.5,25.1,46.9
94539,41.5,51.8,38.0
94540,41.5,57.7,36.1
94541,41.5,44.2,40.6
94542,41.5,60.5,35.2
94543,41.5,50.2,38.6
94544,41.5,66.6,33.1
94545,41.5,64.1,33.9
94546,41.5,62.3,34.5
94547,41.5,74.6,30.5
94548,41.5,42.5,41.1
94549,41.5,36.3,43.2
94550,41.5,58.2,35.9
94551,41.5,29.6,45.4
94552,41.5,0.0,55.3
94553,41.5,35.7,43.4
94554,41.5,53.9,37.4
94555,41.5,27.0,46.3
94556,41.5,56.9,36.4
94557,41.5,62.6,34.5
94558,41.5,59.7,35.4
94559,41.5,65.1,33.6
94560,41.5,29.9,45.3
94561,41.5,36.2,43.2
94562,41.5,15.9,50.0
94563,41.5,67.4,32.9
94564,41.5,62.9,34.3
94565,41.5,14.6,50.5
94566,41.5,50.9,38.4
94567,41.5,31.8,44.7
94568,41.5,22.3,47.9
94569,41.5,53.3,37.5
94570,41.5,65.6,33.4
94571,41.5,69.7,32.1
94572,41.5,34.5,43.8
94573,41.5,40.9,41.7
94574,41.5,50.8,38.4
94575,41.5,54.5,37.1
94576,41.5,59.5,35.5
94577,41.5,37.1,43.0
94578,41.5,47.2,39.6
94579,41.5,33.3,44.2
94580,41.5,66.4,33.2
94581,41.5,67.7,32.8
94582,41.5,69.8,32.1
94583,41.5,21.2,48.3
94584,41.5,22.0,48.0
94585,41.5,39.5,42.1
94586,41.5,62.2,34.6
94587,41.5,63.5,34.1
94588,41.5,26.8,46.4
94589,41.5,55.6,36.8
94590,41.5,56.6,36.4
94591,41.5,31.9,44.7
94592,41.5,33.9,44.0
94593,41.5,32.8,44.4
94594,41.5,76.2,29.9
94595,41.5,36.8,43.0
94596,41.5,40.8,41.7
94597,41.5,51.5,38.1
94598,41.5,73.4,30.9
94599,41.5,76.3,29.9
94600,41.5,27.9,46.0
94601,41.5,68.7,32.4
94602,41.5,64.5,33.8
94603,41.5,29.9,45.4
94604,41.5,24.5,47.1
94605,41.5,72.8,31.1
94606,41.5,51.6,38.1
94607,41.5,59.0,35.7
94608,41.5,32.0,44.7
94609,41.5,51.0,38.3
94610,41.5,55.1,37.0
94611,41.5,50.7,38.4
94612,41.5,71.0,31.6
94613,41.5,30.3,45.2
94614,41.5,58.3,35.9
94615,41.5,61.1,34.9
94616,41.5,26.0,46.7
94617,41.5,34.0,44.0
94618,41.5,38.9,42.4
94619,41.5,37.7,42.7
94620,41.5,32.7,44.4
94621,41.5,58.6,35.8
94622,41.5,61.4,34.8
94623,41.6,43.3,41.0
94624,41.6,52.5,38.0
94625,41.6,58.9,35.8
94626,41.6,50.1,38.8
94627,41.6,59.1,35.8
94628,41.6,30.6,45.3
94629,41.6,39.0,42.5
94630,41.6,39.3,42.3
94631,41.6,44.7,40.5
94632,41.6,45.0,40.5
94633,41.6,54.6,37.2
94634,41.6,69.2,32.4
94635,41.6,67.6,32.9
94636,41.6,44.6,40.6
94637,41.6,22.5,48.0
94638,41.6,41.1,41.7
94639,41.6,34.3,44.0
94640,41.6,76.1,30.1
94641,41.6,35.9,43.5
94642,41.6,53.1,37.7
94643,41.6,48.9,39.2
94644,41.6,51.3,38.3
94645,41.6,15.0,50.5
94646,41.6,46.4,40.0
94647,41.6,60.0,35.4
94648,41.6,47.4,39.7
94649,41.6,30.6,45.2
94650,41.6,45.6,40.2
94651,41.6,42.2,41.4
94652,41.6,55.5,37.0
94653,41.6,38.9,42.5
94654,41.6,33.0,44.5
94655,41.6,47.7,39.5
94656,41.6,45.7,40.2
94657,41.6,31.5,45.0
94658,41.6,36.2,43.4
94659,41.6,53.2,37.7
94660,41.6,32.4,44.6
94661,41.6,34.5,44.0
94662,41.6,39.6,42.3
94663,41.6,47.3,39.7
94664,41.6,60.3,35.3
94665,41.6,31.2,45.0
94666,41.6,54.3,37.4
94667,41.6,41.2,41.7
94668,41.6,33.8,44.2
94669,41.6,62.4,34.6
94670,41.6,43.2,41.0
94671,41.6,62.5,34.6
94672,41.6,56.6,36.6
94673,41.6,54.6,37.3
94674,41.6,63.1,34.4
94675,41.6,40.3,42.0
94676,41.6,43.4,41.0
94677,41.6,34.6,43.9
94678,41.6,39.4,42.3
94679,41.6,22.5,47.9
94680,41.6,61.2,35.0
94681,41.6,38.1,42.8
94682,41.6,42.3,41.3
94683,41.6,69.3,32.4
94684,41.6,56.1,36.8
94685,41.6,51.6,38.3
94686,41.6,50.7,38.6
94687,41.6,50.4,38.6
94688,41.6,30.0,45.5
94689,41.6,59.5,35.6
94690,41.6,69.4,32.3
94691,41.6,49.2,39.1
94692,41.6,55.9,36.8
94693,41.6,49.8,38.8
94694,41.6,22.3,48.0
94695,41.6,54.9,37.2
94696,41.6,49.4,39.0
94697,41.6,36.7,43.2
94698,41.6,38.2,42.7
94699,41.6,51.6,38.2
