id_municipio,nome_municipio,uf
2105708,LAGO DA PEDRA,MA
4106001,CONGONHINHAS,PR
4101903,ASSAI,PR
2109106,PRESIDENTE DUTRA,MA
2111102,SAO JOAO DO PATOS,MA
2405801,JOAO CAMARA,RN
2407203,MACAU,RN
2404705,IPANGUACU,RN
2401008,APODI,RN
3515004,EMBU,SP
4217709,SOMBRIO,SC
4203204,CAMBORIU,SC
2907509,CATU,BA
2605707,FLORESTA,PE
2200608,ANGICAL DO PIAUI,PI
3204708,SAO GABRIEL DA PALHA,ES
4216206,SAO FRANCISCO DO SUL,SC
2306900,JAGUARIBE,CE
2609907,OURICURI,PE
2601409,BARREIROS,PE
2300200,ACARAU,CE
1701002,ANANAS,TO
1706100,CRISTALANDIA,TO
2302503,BREJO SANTO,CE
2308104,MAURITI,CE
1200500,SENA MADUREIRA,AC
2913200,IBOTIRAMA,BA
4106506,CORONEL VIVIDA,PR
2302800,CANINDE,CE
2300150,ACARAPE,CE
2111607,SAO RAIMUNDO DAS MANGABEIRAS,MA
2302107,BATURITE,CE
3513504,CUBATAO,SP
1506203,SALINOPOLIS,PA
2300705,ALTO SANTO,CE
4105300,CEU AZUL,PR
1400209,CARACARAI,RR
2102101,BREJO,MA
4208500,ITUPORANGA,SC
3104908,BAEPENDI,MG
2103604,COROATA,MA
2926301,RIACHAO DO JACUIPE,BA
2513703,SANTA RITA,PB
2926004,REMANSO,BA
5220454,SENADOR CANEDO,GO
2614501,SURUBIM,PE
3154606,RIBEIRAO DAS NEVES,MG
3522505,ITAPEVI,SP
2111508,SAO MATEUS DO MARANHAO,MA
1501501,BENEVIDES,PA
3503901,ARUJA,SP
2931905,TUCANO,BA
3508504,CACAPAVA,SP
1506187,RONDON DO PARA,PA
1508001,TOME-ACU,PA
2110609,SAO BERNARDO,MA
2101608,BARRA DO CORDA,MA
2412005,SAO GONCALO DO AMARANTE,RN
2101251,BACABEIRA,MA
1707009,DIANOPOLIS,TO
4107652,FAZENDA RIO GRANDE,PR
2313609,UBAJARA,CE
4306809,ENCANTADO,RS
4316600,SANANDUVA,RS
2305233,HORIZONTE,CE
3205101,VIANA,ES
4205902,GASPAR,SC
4102604,BARRACAO,PR
3110707,CAMBUQUIRA,MG
2309607,PACAJUS,CE
4321600,TRAMANDAI,RS
4321105,TAPES,RS
2207900,PEDRO II,PI
2210003,SAO JOAO DO PIAUI,PI
4323002,VIAMAO,RS
2801207,CANINDE DE SAO FRANCISCO,SE
3302908,MIGUEL PEREIRA,RJ
2929206,SAO FRANCISCO DO CONDE,BA
1505031,NOVO PROGRESSO,PA
1500404,ALENQUER,PA
4316006,ROLANTE,RS
2613602,SAO JOSE DO EGITO,PE
4322806,VERANOPOLIS,RS
5214606,NIQUELANDIA,GO
2111201,SAO JOSE DE RIBAMAR,MA
3200904,BARRA DE SAO FRANCISCO,ES
3302700,MARICA,RJ
5105580,MARCELANDIA,MT
2110500,SAO BENTO,MA
1600501,OIAPOQUE,AP
5215231,NOVO GAMA,GO
2933604,XIQUE-XIQUE,BA
3508009,BURI,SP
2402303,CARAUBAS,RN
1508407,XINGUARA,PA
1506708,SANTANA DO ARAGUAIA,PA
2902708,BARRA,BA
2311801,RUSSAS,CE
3144607,NEPOMUCENO,MG
3553005,TAGUAI,SP
3151503,PIUMHI,MG
4305355,CHARQUEADAS,RS
2804508,NOSSA SENHORA DA GLORIA,SE
1100254,PRESIDENTE MEDICI,RO
4119954,PONTAL DO PARANA,PR
4308102,FELIZ,RS
4127205,TERRA BOA,PR
2707107,PIRANHAS,AL
2308708,MORADA NOVA,CE
2304236,CROATA,CE
2207801,PAULISTANA,PI
4205704,GAROPABA,SC
2930709,SIMOES FILHO,BA
3202454,IBATIBA,ES
5105606,MATUPA,MT
3152204,PORTEIRINHA,MG
1503903,JURUTI,PA
4216008,SAO CARLOS,SC
4303905,CAMPO BOM,RS
3539400,PIRATININGA,SP
3108008,BOM SUCESSO,MG
1600535,PORTO GRANDE,AP
2932705,URUCUCA,BA
5108600,VILA RICA,MT
2310209,PARACURU,CE
4123501,SANTA HELENA,PR
3203502,MONTANHA,ES
1507300,SAO FELIX DO XINGU,PA
1716505,PEDRO AFONSO,TO
1711902,LAGOA DA CONFUSAO,TO
2302602,CAMOCIM,CE
5209705,HIDROLANDIA,GO
4302808,CACAPAVA DO SUL,RS
